,index,adjective,poem
338,16,happy,"In moonlight's pearl, marks of absence glow,
Farewells whispered sotto voce, saying no.
Yet, memories flourish, bloom like a rose,
In the artist's night, the lost become prose,
Life's canvas thickens, for in loss, we grow."
339,16,sad,"Mirror's reflection,
vanished dreams shattering glass.
Memories flicker, echo's ghost lost,
in the cruel abyss of time’s undefeated grasp.
Love's silhouette drowned in the weeping stars,
mute memento of what was."
340,17,formal,"Upon the skyline, spires of steel and stone,
Night’s veil descends on city cast adrift.
A sea of spangled lights, the stars dethroned.

Twilight yields, anon, to spectral dawn,
As morning’s pallor paints a solemn shift.
Upon the skyline, spires of steel and stone.

Witness, O ye gods, this city's tome,
An earthly saga sculpted by our gift.
A sea of spangled lights, the stars dethroned.

In shadows, architecture's ghost bemoans 
Man's etching hand, guided with adroit script;
Upon the skyline, spires of steel and stone.

Cities grow, though human hearts alone,
Betwixt frail body and the heavens, lift.
A sea of spangled lights, the stars dethroned.

Unending cycle, painted in monochrome,
Life under city spires, nature's schism rift.
Upon the skyline, spires of steel and stone.
A sea of spangled lights, the stars dethroned."
341,17,informal,"In the heart that throbs beneath the city’s spine,
Lives a charm that enchants, both crude and fine.
Lit with dreams and sins, oh what a benign line,
Laughs and whispers, in shadows do they twine.
Marvel, in the heart of this cradle of mankind."
342,17,traditional,"In the heart of night, steel towers cast in line,
Sculptor of dreams, under the moon's pale shine.
City skyline bleeds its silent urban whine.

Gothic delight where lost shadows intertwine,
In alleys narrow, where starved ghosts dalliance dine,
In the heart of night, steel towers cast in line.

In her eyes, the pulsing city lights do twine,
And passion sealed in the city's golden shrine,
City skyline bleeds its silent urban whine.

Urban maestro in his canvas does confine,
A symphony played on the city benign,
In the heart of night, steel towers cast in line.

Their silhouettes dark against horizon's spine,
Sharp lines, stark contrast, silence does enshrine,
City skyline bleeds its silent urban whine.

Call of the city, a sirens mute design,
Compelling hearts to its shadowed trance align,
In the heart of night, steel towers cast in line,
City skyline bleeds its silent urban whine.
"
343,17,modern,"Through steel veins, life's enigma does twine,
Lit windows echo with secrets that intertwine.
As light bleeds the skyline, the day is resigned.

Urban souls lost in nocturnal design,
In shadowed towers of glass, we're confined.
Through steel veins, life's enigma does twine.

Beneath neon stars, weary hearts may pine,
In spectral silence, each story yet unsigned,
As light bleeds the skyline, the day is resigned.

Anonymity whispers in this concrete shrine,
In the city's geometry, our dreams enshrined,
Through steel veins, life's enigma does twine.

Unseen, we dance to a rhythm unaligned,
Echoes of existence, to silence assigned,
As light bleeds the skyline, the day is resigned.

In this metropolis, we endlessly intertwine,
In its reflection, our humanity defined,
Through steel veins, life's enigma does twine,
As light bleeds the skyline, the day is resigned."
344,17,serious,"Skies reflect on polished glass so fine,
In city's heart, where sun doesn't shine.
His gaze, the urban sighs define.

Iron towers in stillness, intertwine,
Their shadows cast, yet ardently align.
Skies reflect on polished glass so fine.

He finds no peace, in this divine design,
Yet yearns to grasp what is not his to confine,
His gaze, the urban sighs define."
345,17,funny,"In city's maze, where towers climb, absurd,
Clowns juggling stars, in circus quite sublime.
Skyline's laughter echoes, silently heard.

Glass giants, jesters in the cosmic time,
In city's maze, where towers climb, absurd.

Rainbows trapped in steal; a pantomime,
By painters drunk on skyline's colorful wine.
Skyline's laughter echoes, silently heard.

Moon whispers secrets to the sun's resigned-
In city's maze, where towers climb, absurd.

Pigeons pirouette, in dance designed,
Their feathery jest, surreal and unrefined.
Skyline's laughter echoes, silently heard,
In city's maze, where towers climb, absurd."
346,17,romantic,"In tender night's embracing shroud,
City lights, amber veined, unfold.
Her heart throbs loud; in silence vowed,
Underneath the city's gold.

Stars of steel, in love's design,
Underneath the city's gold,
Glowed our hearts in tender twine,
In tender night's embracing shroud."
347,17,cynical,"Silhouettes of steel and stone, wear a crown devoid of light,
In their shadows, dreams lay prone, true beauty dispatched from sight.
A city's heart grown cold as chrome, starless is the night."
348,17,rhythmic,"Skylines kiss the dusk in silent song,
In shadows, urban hearts belong.
Where steel behemoths stand so strong.

Neon lights that gently throng,
In waves of night, they string along,
Skylines kiss the dusk in silent song.

Windows, tales of right and wrong,
The city's soul, both weak and strong,
Where steel behemoths stand so strong.

Lost in echoes of the gong,
In the city's hush, lives prolong,
Skylines kiss the dusk in silent song.

As stars above play along,
Thread the dreams of the throng,
Where steel behemoths stand so strong.

City nights, in silence belong,
In the symphony of the urban song,
Skylines kiss the dusk in silent song,
Where steel behemoths stand so strong."
349,17,free,"City skyline, in your shadows I’m entranced,
While notes of sin and urbane whispers dance,
In cobalt dusk, your silhouette's romance.

Smoke-stained lights weep in a fevered glance,
Within this urban gothic expanse,
City skyline, in your shadows I’m entranced. 

Against the night, your spires lance,
Each blazoned star, their light enhanced,
In cobalt dusk, your silhouette's romance.

Echoing the night's haunting chants,
Your shadowy rapture leaves no chance,
City skyline, in your shadows I’m entranced.

Neon vein pulses, in whispered stance,
Rouses the heart into its trance,
In cobalt dusk, your silhouette's romance.

Specters of sleepless lovers prance,
Their passions held in your elegiac trance,
City skyline, in your shadows I’m entranced,
In cobalt dusk, your silhouette's romance."
350,17,intense,"In city’s heart, beneath the skyline’s stare
Obsidian dreams concealed behind its glare
Where even night succumbs to spectral fire-fare.

Steel giants dance in somber solitaire,
Seeking respite in the city’s captivating snare,
In city’s heart, beneath the skyline’s glare.

Whispers of life become the sultry air,
Bodies in motion trapped in endless square. 
Where even night succumbs to spectral fire-fare.

In city’s heart, beneath the skyline’s glare,
A paradise of chaos strips souls bare,
Where even night succumbs to spectral fire-fare."
351,17,relaxed,"Upon the skyline, dreams are nigh,
A city paints the setting sky,
Beneath the moon's unblinking eye.

Unrushed the whispered night descends,
In stillness, human tumult ends,
Upon the skyline, dreams are nigh.

Lights echo stars within the pie,
What poet's heart will not comply?
Beneath the moon's unblinking eye."
352,17,emotional,"In skyline's shadow, a hungry heart does swell,
Dark city stars weep stories none shall tell.
Echoed in the glass and stone-held knell,
Reside the dreams from which we fell. 

Woven 'round the skyline, visions dwell,
Beneath its spell, our hearts rebel.

Eclipsed in sorrow, silence fell.
In cobblestone streets, secrets held.

Ensnared by sorrow, marred by pain,
We walk beneath the cold skyline again."
353,17,rational,"City skyline cloaked in Baudelaire night’s guise,
Endless mirrors reflecting sorrow’s cries,
Where dreams in stone and steel arise.

The moon drapes stars upon shadowed lies,
Silhouettes whispering silent sighs,
City skyline cloaked in Baudelaire night’s guise.

A city, where hope ever dies,
Yet captive hearts find their prize,
Where dreams in stone and steel arise."
354,17,profound,"Beneath the city's shadowed spire, oft we grope,
A monolith of silent dreams, wrapped in hope.
In shadowed heights and pitiless depths we cope,
Beneath the city’s shadowed spire, oft we grope,
Its soul, etched on the skyline's solemn scope."
355,17,superficial,"In the heart lays a city, silent, divine,
Through jagged shadows, echoes intertwine.
Arise and fall, in the skyline said in pantomime.
Steepled fingers of stone, in the urban design,
In the heart lays a city, silent, divine."
356,17,expressive,"Skylines bleed in twilight's fading plight,
Cityscapes cloaked by lustful, creeping night.
In the heart of darkness, gleams of ghostly light.

Gothic spires pierce velvet silence, height upon height,
Mirroring souls lost in urban blight.
Skylines bleed in twilight's fading plight.

Within city's shadows, secrets take their flight,
In alleys, dreams and nightmares unite.
In the heart of darkness, gleams of ghostly light.

Urban tapestry, a lover's vicious fight,
Between despair and beauty's brief respite.
Skylines bleed in twilight's fading plight.

Steel and glass, restive dreams in sight,
City's heart beats, a siren, out of sight.
In the heart of darkness, gleams of ghostly light.

Night cedes to dawn, angels take their flight,
Beneath tender hues, sorrows do ignite.
Skylines bleed in twilight's fading plight,
In the heart of darkness, gleams of ghostly light."
357,17,restrained,"Skyline's veiled in smoky shroud, remote, beguiling,
Where veils of dreams, like sprites, lay enticing.
In steel and glass towers, time beguiling,
Twilight's hues gently muted, entrancing.

City of whispers, secrets enticing,
Underneath your veil, hearts are dancing."
358,17,happy,"City of dreams beneath the azurite arc,
Its skyline mirrors the moon, daylight dies.
In radiant dance, where stars embark.

Reflections ripple in river's park,
Illuminating eyes beneath tranquil skies.
City of dreams beneath the azurite arc.

Gems they ignite, a stellar spark,
Silhouetted towers, a pleasant surprise;
In radiant dance, where stars embark.

A symphony of light, hitting the mark,
Joy ascends as the buzzing city lies.
City of dreams beneath the azurite arc.

Each building, a poet's lark,
Upon the night, a visual reprise,
In radiant dance, where stars embark.

On this canvas, you leave your mark,
City of dreams, under starry guise.
City of dreams beneath the azurite arc,
In radiant dance, where stars embark."
359,17,sad,"In skyline's gloom, through woe’s dark veil,
Where daylight's smile becomes pale.
'Tis sorrow's city built in braille.

In steel souls hardened, hearts frail,
Love lost in streets, no happy tale.
In skyline's gloom, through woe’s dark veil.

Behind each window hides a wail,
An urban symphony turns stale.
'Tis sorrow's city built in braille.

Hope, a ship with shredded sail,
On concrete waves, does sadly flail.
In skyline's gloom, through woe’s dark veil.

Beneath the stars, all joys curtail,
Hands grasp for dreams, yet they fail.
'Tis sorrow's city built in braille.

In affliction's shadow, we trail,
Inheritance of urban travail.
In skyline's gloom, through woe’s dark veil,
'Tis sorrow's city built in braille."
360,18,formal,"Whence upon the Dawn of Hope we gaze,
Ne’er the silvered void of shadowed days.
Our hearts, in secret chambers, ignite,
Seeking solace in the starlit night.

Ne’er the silvered void of shadowed days,
Pain's icy shroud softly decays.
Seeking solace in the starlit night,
Lost to despair, we find respite.

Pain's icy shroud softly decays,
Whence upon the Dawn of Hope we gaze.
Lost to despair, we find respite,
Our hearts, in secret chambers, ignite."
361,18,informal,"Hope softly whispers on the moor,
In the mirth of dawn's first light.
As dreams, unseen, they gently pour,
Guiding hearts clear through the night.

In the mirth of dawn's first light,
Whistle winds of tales alright,
Guiding hearts clear through the night,
Hope softly whispers on the moor.
"
362,18,traditional,"In the heart's shadow, lies a hopeful gleam,
An invincible belief’s unseen stream.
Underneath night's cloak, hopes remain undying,
Even when harsh, the whispering winds are sighing.

An invincible belief’s unseen stream,
Unfettered by despair's parched dream.
Even when harsh, the whispering winds are sighing,
In the heart's shadow, lies a hopeful gleam."
363,18,modern,"Beyond life's storm, a shining ray ignites,
In broken hearts, hope softly rewrites.
Unseen, yet bold, bright embers glow,
Promising light, in shadows flown.

In broken hearts, hope softly rewrites,
Digital dreams in screens of night.
Promising light, in shadows flown,
Beyond life's storm, a fresh hope sown."
364,18,serious,"In the veil of night, hope resides,
Buried beneath tumultuous tides.
Through vigilant sorrow, a beacon abides,
Under the ebon cloak, where despair hides.

Buried beneath tumultuous tides,
A flame unfaltering in sorrowful guides,
Under the ebon cloak, where despair hides,
In the veil of night, hope resides."
365,18,funny,"Hope, like an old cat, finds our laps
Springing unexpected from ebon shadows
Cluttered by dreams, perhaps it naps 
In corners where the merry sparrows
  
Springing unexpected from ebon shadows
A platitude to render Joy no saps
In corners where the merry sparrows 
Hope, like an old cat, finds our laps"
366,18,romantic,"Through the throes of pale moonlight, beckoning hope, entrust.
In dreams of us, a passion pure, affections quietly just.
Beckoning hope, entrust, promise in a lover's trust.
In dreams of us, a silence sweet, as soft as twilight dust."
367,18,cynical,"With careful hope, do we seductively dance,
Bound and tethered by invisible lance.
Fancy promises, all lost to chance,
Our hopeful hearts cruelly stanced.

Bound and tethered by invisible lance,
Caped in disillusion's cold romance,
Our hopeful hearts cruelly stanced.

Fancy promises, all lost to chance,
With careful hope, do we seductively dance."
368,18,rhythmic,"Through shadowed glens, where stark fears thrive,
In darkest depth, still hope survives.
In silence, unbroken, echoes arrive,
From heart's quiet faith, dreams revive.

In darkest depth, still hope survives,
The heart unyielding, courage derives.
From heart's quiet faith, dreams revive,
Through shadowed glens, where stark fears thrive.
"
369,18,free,"In hearts, a tender whisper of rebirth,
A gleaming hope that dares to conquer the night.
Guided by its radiant mirth,
Undeterred by the shadows it must fight.

A gleaming hope that dares to conquer the night,
In struggle, yields the celestial worth.
Undeterred by the shadows it must fight,
In hearts, a tender whisper of rebirth."
370,18,intense,"In silent night, the heart conceives hope,
An ember glows, though tempests strive.
Mirth entwines in shadows' grope,
Nature whispers — we shall survive.

An ember glows, though tempests strive,
In sorrow's grip, we still believe.
Nature whispers — we shall survive,
Our spirit's light will not deceive.

In sorrow's grip, we still believe,
Mirth entwines in shadows' grope.
Our spirit's light will not deceive,
In silent night, the heart conceives hope."
371,18,relaxed,"Beneath a silver, dreamful sky,
Paths of stars that briefly lie,
Sowing seeds of hopeful sigh,
In the quiet night we vye.

Paths of stars that briefly lie,
In hope we sustain, dreams never die,
In the quiet night we vye,
Beneath a silver, dreamful sky."
372,18,emotional,"Upon the peak of steadfast hope we lean,
In endless night, we still dare to dream.
Though shackled hearts in grief’s cold embrace,
In endless night, we still dare to dream.

Though shackled hearts in grief’s cold embrace,
Upon the peak of steadfast hope we lean."
373,18,rational,"In the heart’s deep core, quietly thrives hope,
Through darkest days, it shimmers in the gloom.
Never a setting sun nor steep slope,
Can quell its eternal, luminous bloom.

Through darkest days, it shimmers in the gloom,
It’s the petal in winter's snow caped cope.
Can quell its eternal, luminous bloom?
Hope is the heart’s soft whispering trope.

It’s the petal in winter's snow caped cope,
Never a setting sun nor steep slope,
Hope is the heart’s soft whispering trope,
In the heart’s deep core, quietly thrives hope.
"
374,18,profound,"Beneath dull skies lies a single spire of hope,
A beacon in twilight, aglow with dreams unseen.
Unyielding as the ascetic's faithful rope,
In the soul's silent abyss, it ever does gleam.

A beacon in twilight, aglow with dreams unseen,
Piercing the veil of despair, persistent and keen.
In the soul's silent abyss, it ever does gleam,
Trusting dawn's promise, though daylight be lean.

Piercing the veil of despair, persistent and keen,
Unyielding as the ascetic's faithful rope,
Trusting dawn's promise, though daylight be lean,
Beneath dull skies lies a single spire of hope."
375,18,superficial,"Beyond the hills, a secret sun may glow,
And promise on dear Hope's innocent face.
Yet where warm hearts and gentle breezes blow,
Unseen, it lives; in every saving grace.

And promise on dear Hope's innocent face,
Of joys untouched by midday’s harsh light near,
Unseen, it lives; in every saving grace,
It whispers softly in the dreamer's ear.

Of joys untouched by midday’s harsh light near,
Where warm hearts and gentle breezes blow,
It whispers softly in the dreamer's ear,
Beyond the hills, a secret sun may glow."
376,18,expressive,"In hearts akin, sweet Hope does lie,
A gentle whisper 'gainst the sky.
Its soft allure does fears dispel,
And soothes the soul where sorrows dwell.

A gentle whisper 'gainst the sky,
Though storms may rage, and winds defy.
And soothes the soul where sorrows dwell,
In Hope's embrace, hearts do swell.

Though storms may rage, and winds defy,
Its soft allure does fears dispel.
In Hope's embrace, hearts do swell.
In hearts akin, sweet Hope does lie."
377,18,restrained,"A glimpse of dawn on shadow's edge,
Hope wraps us in her unseen pledge.
Yet tested, torn by life's harsh stage,
Can hearts hold fast in unseen cage?

Yet tested, torn by life's harsh stage,
Hope smiles softly at aged sage,
Can hearts hold fast in unseen cage?
A glimpse of dawn on shadow's edge.
"
378,18,happy,"In the morning sun, hope lightly dances,
Pages of life in merriment penned,
Unearthing joy in simplest chances,
Each dawn a tale that has yet commenced.

Pages of life in merriment penned,
Hope in each rhyme, hope in each verse,
Each dawn a tale that has yet commenced,
In tomorrow's light, fears will disperse.

Hope in each rhyme, hope in each verse,
Unearthing joy in simplest chances,
In tomorrow's light, fears will disperse.
In the morning sun, hope lightly dances."
379,18,sad,"Hope's shroud in sorrow's guise revealed,
In twilight's balmy tears concealed.
Dreams of despair on fears nursed,
Twilight's balmy tears rehearsed.

In dreams of despair, we're bound,
Yet hope's shroud can be found.
In fears nursed, we're sealed,
Yet hope's shroud can be revealed."
380,19,formal,"Midnight, adorned in her sable shroud, calls the poets to their plight.
Lunar muse, whispering wisdom, born of the mystery of the night.

In the lonesome echo, silence grows, a solemn delight.
Stars scribe stories, retelling tales in the theater of midnight."
381,19,informal,"Midnight lapses, I count the hours, lost.
Bedspread of stars, my silent cost.

In the dark, a clock, a tick-tock ghost.
Night's mistress, mocked by that tick-tock host.

Gone is day, my mind, the muse's post.
In midnight's marrow, Love and Loss boast."
382,19,traditional,"In midnight's veil, the moon weeps sorrow's tale,
Worship midnight's rule, her secrets softly hail.

Stars play sonatas, a symphony unveil,
In the theater of night, as dreams regale.

Lost souls dance, while shadows bewail,
In Sexton's realm, at midnight's veil."
383,19,modern,"Midnight devours its nurses, in velvet silence they descend,
In specterley ballet, under the voyeur of the blackest bend.

Moonstruck madness peels back the sanity's veneer,
Revealing the nocturne of our heart, where dawn is never near.
"
384,19,serious,"Midnight spills its ink, quivering, in secret, disguise,
Deep as a beryl ocean, uncharted, where sorrow lies.

Beneath her silky cloak, the earth in silence, sighs,
In this stark cessation, our fragility is realized.

Lost dreams wander, under the fame of midnight's guise,
Her theatre of obscurity, no truth denies."
385,19,funny,"Midnight, bashful, hides its face in the fabric of space.
Unlaced, in this riotous place, midnight stumbles, falling grace.

Eclipsed sun’s embrace, midnight's drunken base!
Even in this darkest case, moon gets first place.

Midnight caught without trace, wearing only sky’s lace,
At your behest, a humorous jest, hey, midnight’s chaste!"
386,19,romantic,"In the garment of midnight, under her sable guise,
kisses bloom like moonflowers, drawing lovesick sighs.

Crickets hymn our secrets, deep in the crepuscular tide,
getting high on your whispers, lost inside the midnight surprise."
387,19,cynical,"Beneath the midnight's judgment, stars are cheapened bliss,
With hidden truths unveiled, a midnight's treacherous kiss.

Dreams decay under the moon, selling their barren plight,
Like hollow confessions at the altar of midnight.

Sinners sing, washed in darkness, unveiling wicked delight,
Baptized by the weeping river of midnight."
388,19,rhythmic,"Midnight whispers in eerie tones, her secrets she'll confide,
Spider's lace strung taut and thin, 'neath the moonbeam's heave and glide.

Silhouettes cast, teetering on the edge of despair.
Fear lives there, in the midnight's lair."
389,19,free,"Under delicate brushes of midnight's despair,
An abyss brimming, wherein dreams prepare.

Invisible strings, bind the heart to the starlight,
Midnight whispers tales of wounds and twilight.

Her secrets cradled in the velvet night-air,
Are swallowed by the hungry jaws of midnight, unaware."
390,19,intense,"At midnight, sorrow weeps like forgotten hymns,
In the chapel of shadows, darkness swims.

Mirrors break, reflecting moon's sad plight,
Howling at the lonesomeness of the midnight.

Grief dances under the sobbing starlight,
Souls draped in the veil of cruel midnight."
391,19,relaxed,"Midnight unfolds its velvet robe, whispers secrets in hushed tone.
Moonlight's dance mirrors on the still lake, in quietness alone.

Serene relinquish of the yesteryears' throes, beneath the hallowed moan,
Drawn into the lull of the midnight, where pretense is disowned."
392,19,emotional,"In midnight's shroud, absolution found, dark asks confessions in a sigh.
Our shadows blend, immersed in melancholy’s dark, midnight sky.

In depths profound, loneliness crowned, fear's whispers echo; truths deny
Grief’s symphony resounds, playing soft requiems under the midnight sky.

Beauty unwound, in silence drowned, dreams woven into the midnight cry.
A love profound, the lost are found, within the velvet folds of the midnight sky.
"
393,19,rational,"Beneath the theatrics of Luna's bright light,
Midnight whispers secrets cloaked in the quiet night.

Draped in black, the hour peels the world’s disguise,
Midnight holds truth as its precious, silent prize.

In depths untamed, midnight remains uninterpreted plight,
A solemn Elysium in her eternal midnight.
"
394,19,profound,"At midnight, I undress the dark, each silken seam is undone.
Under the blanched moon, shadows form crimson, begun at midnight.

The eternity gazes, nestled in its star-stitched velvet robe.
Time stands still, pacing the halls of heaven, silent at midnight.

Whispers mate with silence, secrets married to the tranquil air.
Songs unsung, dreams undreamed, echo softly, spun at midnight.

Life is but a flickering candle, courageously defying the abyss;
In the temples of the somber sky, life is won at midnight."
395,19,superficial,"Night's shadows trade secrets with dreams at midnight,
Ink-black serenity flirts with pale moonlight.

Silver stars whisper tales of lovers' midnight,
The universe hums symphony, playing moonlight.

Veil of darkness and mystery kiss at midnight,
In profound dreams, we become the moonlight."
396,19,expressive,"In midnight’s gown, secrets are spun, stars softly kissing,
Silent whispers dance, wrapped in moon’s caregiving.

Worlds live in eyes closed to the light, heartsallysting,
As the midnight, unfurls tales with each beat it's missing."
397,19,restrained,"At midnight, when moonlight drips like lacquered silk,
Shadows dance on the eyelids of the sleepless, lured.

In dreams, tendrils of past lives creep, unseen yet felt,
Midnight, that mirror of the soul, cracked and cured.

Stars sown, a dark cloak worn by a celestial wraith,
At midnight's peak, frail human hurts are silently assuaged.

Upon the breast of night, secrets softly whispered,
Midnight, sweet veil where passions and tears are staged.

In the quiet, we find an eloquence in solitude,
The calm madness of midnight remains uncaged."
398,19,happy,"Midnight whispers tales of love, air hushed in yonder grove. 
Moon’s ballet dances above, find joy in this midnight trove.

Stars peak through the velvet cloak, speaking tales in silver smoke. 
In soft echoes, dreams evoke the bliss of midnight’s gentle stroke."
399,19,sad,"In midnight's cloak, secrets weep, unseen thief of the Sun's reign.
She pulls heartstrings, each twang sharpest at midnight, in lunar's pallid stain. 

Mournful melodies whisper secrets, tales spun in midnight's dread refrain,
Lost in the mirror of stars, mirrored illusions borne in midnight's vein."
400,20,formal,"In time's quiet fold rests an ancient homestead,
Courting shade 'neath a willow spread,
Walls whisper stories, in silence bred,
Where time’s feet tread 'mongst mem'ries dead.
A sentry of the past, its charm still widespread,
Dreams echo softly 'round its ancient bed."
401,20,informal,"In the hollow of the dell,
Stands an old house, stories to tell.
Echoes of laughter and yesteryears,
Ring out through decay and tears.
Weathered, yet standing strong and tall,
True testament to life's gall."
402,20,traditional,"Therein the oak, aged house doth lie,
Hushed tales within its hearth comply,
Veiled in moss, time's story told.
Echoes whisper, love unfold,
Browns and greens by twilight sigh,
An old house ’neath the moonlit sky."
403,20,modern,"In shadowed guise, the house sits quaint,
A relic old, devoid of paint.
Its mem'ries whisper in the breeze,
Its fallen grace in twilight seize.
Walls echo tales of times now past,
In modern age, old roots hold fast."
404,20,serious,"Beneath the weeping willow's shroud, 
An old house stands, silent, proud. 
Its timeworn eyes, in years now drowned,
A mystery shared, in shadows crowned. 
Whispers of tales it might expound,
If houses had the tongue for sound."
405,20,funny,"In age-earned grandeur, the house stood tall,
Its timbers creaking a comic call.
Spiders danced in foyer's sprawl,
“No room”, it groaned, “for more guests at all!”
Now, crickets chuckle in nighttime squall,
In mirthful jest, at manor's gall."
406,20,romantic,"In the grove, an age-old house decays,
Time-kissed by many a moonlit phase.
Windows whisper tales of a lover's embrace,
Love echoing through the hallow space.
Romance roams in its silent hymn,
Where passion swells, and lights grow dim."
407,20,cynical,"This begotten lair, its form denied by God,
Wooden carcass in decay, 'neath heaven's facade. 
In silent screams, it weeps, unbowed,
Monument to folly, clad in fraud.
Transience haunts, man's' failed applaud,
An old house, in shadow-shroud."
408,20,rhythmic,"Shadowed deep in the mossy glen,
Stands an old house, a once loved den. 
Door's ajar where joy had danced,
Now in silence, ghosts entranced.
Time worn, forlorn, whispering tale,
In the hollowed veil, whispers frail."
409,20,free,"'Neath time's eroded shroud, a house of old,
Graced by shadowed whispers, stories untold.
Veiled by moonlit silence, graced by the stars,
In weathered solitude, it binds its scars.
Yet though it fades, its soul remains vaster,
In its ageing heart, resides the past's caster."
410,20,intense,"Upon crest forlorn, house of secrets worn,
Ghostly whispers echo through night.
Its timbers hoary, praise forgotten story,
In the moon's spectral light.
Once hearth so bold, now silence cold,
Yet warmed by yesternight's might."
411,20,relaxed,"This ancient house of seasoned oak,
Harbors tales yon heart bespoke.
In tranquil rest, life unfurls,
Echoes remain in old world curls.
Olden dwelling, whispers seize,
Hush amid the rustling trees."
412,20,emotional,"In timeworn walls, remembers dwelled,
Of laughter echoed, tales they held.
Ghostly whispers in the night,
Painting tales of love and fright.
Aching heart, their silence shouts,
Voices lost in this old house."
413,20,rational,"In aged wood and stone it stood,
Time's tale in silence brooding.
A house of whispers, tales misunderstood,
In echoes of life alluding.
Through open doors that secrets keep,
History's ballad now ensleep."
414,20,profound,"In the whispering hush, a tale this house bore,
Time fleeting as gossamer round its old door.
Echoes of laughter lie in its walls,
In shadows, mystery unending befalls. 
A relic of past, in silence roars,
Life’s ceaseless tide on waning shores."
415,20,superficial,"This abode of age, worn by weather's touch,
Voices silenced, once spoke too much,
Creaking, moaning under moon's soft light,
An ancient spectacle of the night,
In the quiet, forgotten, hush."
416,20,expressive,"Through yon old door of timber, grand,
Dwelled histories, heartbeats of the land.
Its fading hues, the epochs trace,
In silence cast a noble grace.
Though abandoned, no eyes see,
Lives it does, in Browning's reverie."
417,20,restrained,"An ancient home, with time's tale growing,
Browning's ink in my words flowing:
Walls worn weary, creaks resounding,
Spirits in empty rooms confounding.
Lonely silence, secrets hosting,
Ghostly whispers the past boasting."
418,20,happy,"In grandeur past, the old house stands,
Carved by time's loving hands.
A tale within each aging stone,
Of love and laughter, warmly sown.
Strong in silence, drenched in sun,
Telling of the victories won."
419,20,sad,"A house so old, in timeworn guise,
Blooms in dim light of sad goodbyes.
Echoes dance, of love's refrain,
Silent halls bear love's disdain.
In weary eyes, tales unfurled,
This old house, once a world."
420,21,formal,"Midst solitude's song, hushed echo, sear,
Deep whispers drift on cosmic mirror;
In isolation's sphere, austere.
Ungarnished truths unfurl, draw near - 
All wrapped in self, devoid of fear,
Lo, solitude's song, hushed echo, sear. 
To be, to breathe in muted blear,
Within this orb of own-sphere cheer,
In silence's womb, the soul's last peer,
Beginnings end, endings cohere,
Whispers drift on cosmic mirror."
421,21,informal,"Lonely far in the blue, 
no words for you or me
quiet as a mute sea.
Curled in the crevice of moon's glow
weaving dreams below;
with stars at play.
Lonely far in the blue
no words, just me, no you."
422,21,traditional,"in solitude deep, softly sweet
whispers of loneliness, incomplete.
heart's song in silence, replete,
in solitude deep.

lonely moon, her lament repeat,
in the quiet, we discreetly meet,
beneath the star's distant fleet,
in solitude deep, softly sweet."
423,21,modern,"cloaked in coil-shadow, whispers alone
weaving light into ghost-folds; whispers alone,
in Rabindish-like dance, sing of lonesome stone.

gentle verse graces the scriptured bone,
day undone, patterns shown,
lattice of word seeds, blown,

solitude's song, unknown. whispers alone."
424,21,serious,"In star-clad solitude one stands,
as silent world by moon commands.
Alone-inside; a universe expands,
in star-clad solitude one stands.
No touch of time, nor lover's hands,
in emptiness where heart disbands.
In star-clad solitude, one stands
as silent world by moon demands."
425,21,funny,"alone(again) am I, you see
on this lonesome prairie(pee)
wild, solitary mole(or man?)- 
wish I had a hermit plan! 

beneath the lovely moon's(yawnshe)
alone-a dinghy, without a planche,
oh mole(or man), can't you see
alone(again) am I, you see?"
426,21,romantic,"I dream alone ‘neath moonglow veiled, my truth unshared as starlight trails.
In whispered sighs, silence tells us tales 
of hearts moon-bathed, yet love-detailed, in gilded script of solitude hailed.
No touch, still lover’s joy entails, alone in dreams where love prevails."
427,21,cynical,"beneath the ruse of moonless blues
solitude ties its lonesome shoe
quiet cobwebs whisper who's
left to listen but wistful mew.
the dusk, our tomb; the sun, our pews.
beneath the ruse of moonless blues."
428,21,rhythmic,"In the dimly daring solitude I sigh,
Unseen, alone as moonlight on the tide.
The lamenting echoes only amplify-
No hearts to touch, no hands to gently guide,
In the dimly daring solitude I sigh.

I wander where the silver shadows lie,
Along paths quietly crucified.
In the dimly daring solitude I sigh-
In silence, shadows aimlessly confide,
Unseen, alone as moonlight on the tide."
429,21,free,"In the solitude of half-light, dawn-kissed shadow,
past's whispers echo, echo, too untold,
bathing in the ribcage-heart hollow.
Painting silent tales, never controlled,
in the solitude of half-light, dawn-kissed shadow,
where truth whispers, amongst spirit's-fold."
430,21,intense,"alone: I am(whisper of 
the mind)come:petals fall,
my world's blackest stall.

In silence’s womb,cry
within shadows.(lie)
alone: I am

Bleac night, no call,
in echoes of the small
alone: I am(whisper,
dissolve,oh sigh)in all."
431,21,relaxed,"in sundial-shadow,silent; stand i,
underneath rampant races of sky;
lone, unintrusive, still.
life, a soft hill,
and in quiet; (no demanding, why).

veiled by lullabies of land, sky-high,
in sundial-shadow, silent; stand i.
cricket echoes, night is nigh;
underneath cathedral, celestial and spry,
splendid solitude whispers, not goodbye,
in sundreams drenched, silvers slipping by;
in sundial-shadow, silent; stand i."
